Time in s	CH I in Volt	CH II in Volt	
1.328E-4	-2.10E-02	1.48E+00	
1.329E-4	-2.10E-02	1.48E+00	
1.33E-4	-2.10E-02	1.48E+00	
1.331E-4	-2.10E-02	1.48E+00	
1.332E-4	-2.10E-02	1.48E+00	
1.333E-4	-2.10E-02	1.48E+00	
1.334E-4	-2.10E-02	1.48E+00	
1.335E-4	-2.10E-02	1.48E+00	
1.336E-4	-2.10E-02	1.48E+00	
1.337E-4	-2.10E-02	1.48E+00	
1.338E-4	-2.10E-02	1.48E+00	
1.339E-4	-2.10E-02	1.48E+00	
1.34E-4	-2.10E-02	1.48E+00	
1.341E-4	-2.10E-02	1.48E+00	
1.342E-4	-2.10E-02	1.48E+00	
1.343E-4	-2.08E-02	1.48E+00	
1.344E-4	-2.08E-02	1.48E+00	
1.345E-4	-2.08E-02	1.48E+00	
1.346E-4	-2.08E-02	1.48E+00	
1.347E-4	-2.08E-02	1.48E+00	
1.348E-4	-2.08E-02	1.48E+00	
1.349E-4	-2.08E-02	1.48E+00	
1.35E-4	-2.08E-02	1.48E+00	
1.351E-4	-2.08E-02	1.48E+00	
1.352E-4	-2.08E-02	1.48E+00	
1.353E-4	-2.08E-02	1.48E+00	
1.354E-4	-2.08E-02	1.48E+00	
1.355E-4	-2.08E-02	1.48E+00	
1.356E-4	-2.08E-02	1.48E+00	
1.357E-4	-2.08E-02	1.48E+00	
1.358E-4	-2.08E-02	1.48E+00	
1.359E-4	-2.08E-02	1.48E+00	
1.36E-4	-2.08E-02	1.48E+00	
1.361E-4	-2.08E-02	1.48E+00	
1.362E-4	-2.08E-02	1.48E+00	
1.363E-4	-2.08E-02	1.48E+00	
1.364E-4	-2.08E-02	1.48E+00	
1.365E-4	-2.10E-02	1.48E+00	
1.366E-4	-2.08E-02	1.48E+00	
1.367E-4	-2.10E-02	1.48E+00	
1.368E-4	-2.10E-02	1.48E+00	
1.369E-4	-2.08E-02	1.48E+00	
1.37E-4	-2.08E-02	1.48E+00	
1.371E-4	-2.08E-02	1.48E+00	
1.372E-4	-2.08E-02	1.48E+00	
1.373E-4	-2.08E-02	1.48E+00	
1.374E-4	-2.08E-02	1.48E+00	
1.375E-4	-2.08E-02	1.48E+00	
1.376E-4	-2.08E-02	1.48E+00	
1.377E-4	-2.08E-02	1.48E+00	
1.378E-4	-2.08E-02	1.48E+00	
1.379E-4	-2.08E-02	1.48E+00	
1.38E-4	-2.08E-02	1.48E+00	
1.381E-4	-2.10E-02	1.48E+00	
1.382E-4	-2.10E-02	1.48E+00	
1.383E-4	-2.10E-02	1.48E+00	
1.384E-4	-2.10E-02	1.48E+00	
1.385E-4	-2.10E-02	1.48E+00	
1.386E-4	-2.10E-02	1.48E+00	
1.387E-4	-2.10E-02	1.48E+00	
1.388E-4	-2.10E-02	1.48E+00	
1.389E-4	-2.10E-02	1.48E+00	
1.39E-4	-2.10E-02	1.48E+00	
1.391E-4	-2.10E-02	1.48E+00	
1.392E-4	-2.10E-02	1.48E+00	
1.393E-4	-2.10E-02	1.48E+00	
1.394E-4	-2.10E-02	1.48E+00	
1.395E-4	-2.10E-02	1.48E+00	
1.396E-4	-2.10E-02	1.48E+00	
1.397E-4	-2.10E-02	1.48E+00	
1.398E-4	-2.10E-02	1.48E+00	
1.399E-4	-2.10E-02	1.48E+00	
1.4E-4	-2.10E-02	1.48E+00	
1.401E-4	-2.10E-02	1.48E+00	
1.402E-4	-2.10E-02	1.48E+00	
1.403E-4	-2.10E-02	1.48E+00	
1.404E-4	-2.10E-02	1.48E+00	
1.405E-4	-2.10E-02	1.48E+00	
1.406E-4	-2.10E-02	1.48E+00	
1.407E-4	-2.10E-02	1.48E+00	
1.408E-4	-2.10E-02	1.48E+00	
1.409E-4	-2.10E-02	1.48E+00	
1.41E-4	-2.10E-02	1.48E+00	
1.411E-4	-2.10E-02	1.48E+00	
1.412E-4	-2.10E-02	1.48E+00	
1.413E-4	-2.08E-02	1.48E+00	
1.414E-4	-2.10E-02	1.48E+00	
1.415E-4	-2.10E-02	1.48E+00	
1.416E-4	-2.10E-02	1.48E+00	
1.417E-4	-2.08E-02	1.48E+00	
1.418E-4	-2.08E-02	1.48E+00	
1.419E-4	-2.08E-02	1.48E+00	
1.42E-4	-2.08E-02	1.48E+00	
1.421E-4	-2.08E-02	1.48E+00	
1.422E-4	-2.08E-02	1.48E+00	
1.423E-4	-2.08E-02	1.48E+00	
1.424E-4	-2.08E-02	1.48E+00	
1.425E-4	-2.08E-02	1.48E+00	
1.426E-4	-2.08E-02	1.48E+00	
1.427E-4	-2.08E-02	1.48E+00	
1.428E-4	-2.08E-02	1.48E+00	
1.429E-4	-2.08E-02	1.48E+00	
1.43E-4	-2.08E-02	1.48E+00	
1.431E-4	-2.08E-02	1.48E+00	
1.432E-4	-2.08E-02	1.48E+00	
1.433E-4	-2.08E-02	1.48E+00	
1.434E-4	-2.06E-02	1.48E+00	
1.435E-4	-2.06E-02	1.48E+00	
1.436E-4	-2.06E-02	1.48E+00	
1.437E-4	-2.06E-02	1.48E+00	
1.438E-4	-2.06E-02	1.48E+00	
1.439E-4	-2.06E-02	1.48E+00	
1.44E-4	-2.06E-02	1.48E+00	
1.441E-4	-2.06E-02	1.48E+00	
1.442E-4	-2.08E-02	1.48E+00	
1.443E-4	-2.08E-02	1.48E+00	
1.444E-4	-2.08E-02	1.48E+00	
1.445E-4	-2.08E-02	1.48E+00	
1.446E-4	-2.08E-02	1.48E+00	
1.447E-4	-2.10E-02	1.48E+00	
1.448E-4	-2.10E-02	1.48E+00	
1.449E-4	-2.10E-02	1.48E+00	
1.45E-4	-2.10E-02	1.48E+00	
1.451E-4	-2.10E-02	1.48E+00	
1.452E-4	-2.10E-02	1.48E+00	
1.453E-4	-2.10E-02	1.48E+00	
1.454E-4	-2.10E-02	1.48E+00	
1.455E-4	-2.10E-02	1.48E+00	
1.456E-4	-2.10E-02	1.48E+00	
1.457E-4	-2.10E-02	1.48E+00	
1.458E-4	-2.10E-02	1.48E+00	
1.459E-4	-2.10E-02	1.48E+00	
1.46E-4	-2.10E-02	1.48E+00	
1.461E-4	-2.10E-02	1.48E+00	
1.462E-4	-2.10E-02	1.48E+00	
1.463E-4	-2.10E-02	1.48E+00	
1.464E-4	-2.10E-02	1.48E+00	
1.465E-4	-2.10E-02	1.48E+00	
1.466E-4	-2.10E-02	1.48E+00	
1.467E-4	-2.10E-02	1.48E+00	
1.468E-4	-2.10E-02	1.48E+00	
1.469E-4	-2.10E-02	1.48E+00	
1.47E-4	-2.10E-02	1.48E+00	
1.471E-4	-2.10E-02	1.48E+00	
1.472E-4	-2.10E-02	1.48E+00	
1.473E-4	-2.10E-02	1.48E+00	
1.474E-4	-2.10E-02	1.48E+00	
1.475E-4	-2.10E-02	1.48E+00	
1.476E-4	-2.10E-02	1.48E+00	
1.477E-4	-2.10E-02	1.48E+00	
1.478E-4	-2.10E-02	1.48E+00	
1.479E-4	-2.10E-02	1.48E+00	
1.48E-4	-2.10E-02	1.48E+00	
1.481E-4	-2.10E-02	1.48E+00	
1.482E-4	-2.10E-02	1.48E+00	
1.483E-4	-2.10E-02	1.48E+00	
1.484E-4	-2.10E-02	1.48E+00	
1.485E-4	-2.10E-02	1.48E+00	
1.486E-4	-2.10E-02	1.48E+00	
1.487E-4	-2.10E-02	1.48E+00	
1.488E-4	-2.10E-02	1.48E+00	
1.489E-4	-2.10E-02	1.48E+00	
1.49E-4	-2.10E-02	1.48E+00	
1.491E-4	-2.10E-02	1.48E+00	
1.492E-4	-2.10E-02	1.48E+00	
1.493E-4	-2.08E-02	1.48E+00	
1.494E-4	-2.08E-02	1.48E+00	
1.495E-4	-2.08E-02	1.48E+00	
1.496E-4	-2.08E-02	1.48E+00	
1.497E-4	-2.08E-02	1.48E+00	
1.498E-4	-2.08E-02	1.48E+00	
1.499E-4	-2.08E-02	1.48E+00	
1.5E-4	-2.08E-02	1.48E+00	
1.501E-4	-2.10E-02	1.48E+00	
1.502E-4	-2.10E-02	1.48E+00	
1.503E-4	-2.10E-02	1.48E+00	
1.504E-4	-2.10E-02	1.48E+00	
1.505E-4	-2.10E-02	1.48E+00	
1.506E-4	-2.10E-02	1.48E+00	
1.507E-4	-2.10E-02	1.48E+00	
1.508E-4	-2.10E-02	1.48E+00	
1.509E-4	-2.10E-02	1.48E+00	
1.51E-4	-2.10E-02	1.48E+00	
1.511E-4	-2.10E-02	1.48E+00	
1.512E-4	-2.10E-02	1.48E+00	
1.513E-4	-2.10E-02	1.48E+00	
1.514E-4	-2.10E-02	1.48E+00	
1.515E-4	-2.08E-02	1.48E+00	
1.516E-4	-2.08E-02	1.48E+00	
1.517E-4	-2.10E-02	1.48E+00	
1.518E-4	-2.10E-02	1.48E+00	
1.519E-4	-2.10E-02	1.48E+00	
1.52E-4	-2.10E-02	1.48E+00	
1.521E-4	-2.10E-02	1.48E+00	
1.522E-4	-2.10E-02	1.48E+00	
1.523E-4	-2.10E-02	1.48E+00	
1.524E-4	-2.10E-02	1.48E+00	
1.525E-4	-2.10E-02	1.48E+00	
1.526E-4	-2.10E-02	1.48E+00	
1.527E-4	-2.10E-02	1.48E+00	
1.528E-4	-2.10E-02	1.48E+00	
1.529E-4	-2.10E-02	1.48E+00	
1.53E-4	-2.10E-02	1.48E+00	
1.531E-4	-2.10E-02	1.48E+00	
1.532E-4	-2.10E-02	1.48E+00	
1.533E-4	-2.10E-02	1.48E+00	
1.534E-4	-2.10E-02	1.48E+00	
1.535E-4	-2.10E-02	1.48E+00	
1.536E-4	-2.10E-02	1.48E+00	
1.537E-4	-2.10E-02	1.48E+00	
1.538E-4	-2.10E-02	1.48E+00	
1.539E-4	-2.10E-02	1.48E+00	
1.54E-4	-2.10E-02	1.48E+00	
1.541E-4	-2.10E-02	1.48E+00	
1.542E-4	-2.10E-02	1.48E+00	
1.543E-4	-2.10E-02	1.48E+00	
1.544E-4	-2.10E-02	1.48E+00	
1.545E-4	-2.10E-02	1.48E+00	
1.546E-4	-2.10E-02	1.48E+00	
1.547E-4	-2.08E-02	1.48E+00	
1.548E-4	-2.08E-02	1.48E+00	
1.549E-4	-2.08E-02	1.48E+00	
1.55E-4	-2.08E-02	1.48E+00	
1.551E-4	-2.08E-02	1.48E+00	
1.552E-4	-2.08E-02	1.48E+00	
1.553E-4	-2.08E-02	1.48E+00	
1.554E-4	-2.08E-02	1.48E+00	
1.555E-4	-2.08E-02	1.48E+00	
1.556E-4	-2.08E-02	1.48E+00	
1.557E-4	-2.08E-02	1.48E+00	
1.558E-4	-2.08E-02	1.48E+00	
1.559E-4	-2.08E-02	1.48E+00	
1.56E-4	-2.08E-02	1.48E+00	
1.561E-4	-2.08E-02	1.48E+00	
1.562E-4	-2.08E-02	1.48E+00	
1.563E-4	-2.08E-02	1.48E+00	
1.564E-4	-2.08E-02	1.48E+00	
1.565E-4	-2.08E-02	1.48E+00	
1.566E-4	-2.08E-02	1.48E+00	
1.567E-4	-2.08E-02	1.48E+00	
1.568E-4	-2.08E-02	1.48E+00	
1.569E-4	-2.08E-02	1.48E+00	
1.57E-4	-2.08E-02	1.48E+00	
1.571E-4	-2.08E-02	1.48E+00	
1.572E-4	-2.08E-02	1.48E+00	
1.573E-4	-2.06E-02	1.48E+00	
1.574E-4	-2.08E-02	1.48E+00	
1.575E-4	-2.08E-02	1.48E+00	
1.576E-4	-2.08E-02	1.48E+00	
1.577E-4	-2.08E-02	1.48E+00	
1.578E-4	-2.08E-02	1.48E+00	
1.579E-4	-2.08E-02	1.48E+00	
1.58E-4	-2.08E-02	1.48E+00	
1.581E-4	-2.08E-02	1.48E+00	
1.582E-4	-2.08E-02	1.48E+00	
1.583E-4	-2.08E-02	1.48E+00	
1.584E-4	-2.08E-02	1.48E+00	
1.585E-4	-2.08E-02	1.48E+00	
1.586E-4	-2.08E-02	1.48E+00	
1.587E-4	-2.08E-02	1.48E+00	
1.588E-4	-2.08E-02	1.48E+00	
1.589E-4	-2.08E-02	1.48E+00	
1.59E-4	-2.08E-02	1.48E+00	
1.591E-4	-2.08E-02	1.48E+00	
1.592E-4	-2.10E-02	1.48E+00	
1.593E-4	-2.10E-02	1.48E+00	
1.594E-4	-2.10E-02	1.48E+00	
1.595E-4	-2.10E-02	1.48E+00	
1.596E-4	-2.10E-02	1.48E+00	
1.597E-4	-2.10E-02	1.48E+00	
1.598E-4	-2.10E-02	1.48E+00	
1.599E-4	-2.10E-02	1.48E+00	
1.6E-4	-2.10E-02	1.48E+00	
1.601E-4	-2.10E-02	1.48E+00	
1.602E-4	-2.10E-02	1.48E+00	
1.603E-4	-2.10E-02	1.48E+00	
1.604E-4	-2.10E-02	1.48E+00	
1.605E-4	-2.10E-02	1.48E+00	
1.606E-4	-2.10E-02	1.48E+00	
1.607E-4	-2.10E-02	1.48E+00	
1.608E-4	-2.10E-02	1.48E+00	
1.609E-4	-2.10E-02	1.48E+00	
1.61E-4	-2.10E-02	1.48E+00	
1.611E-4	-2.10E-02	1.48E+00	
1.612E-4	-2.10E-02	1.48E+00	
1.613E-4	-2.08E-02	1.48E+00	
1.614E-4	-2.08E-02	1.48E+00	
1.615E-4	-2.08E-02	1.48E+00	
1.616E-4	-2.08E-02	1.48E+00	
1.617E-4	-2.08E-02	1.48E+00	
1.618E-4	-2.08E-02	1.48E+00	
1.619E-4	-2.08E-02	1.48E+00	
1.62E-4	-2.08E-02	1.48E+00	
1.621E-4	-2.08E-02	1.48E+00	
1.622E-4	-2.08E-02	1.48E+00	
1.623E-4	-2.08E-02	1.48E+00	
1.624E-4	-2.08E-02	1.48E+00	
1.625E-4	-2.08E-02	1.48E+00	
1.626E-4	-2.08E-02	1.48E+00	
1.627E-4	-2.08E-02	1.48E+00	
1.628E-4	-2.08E-02	1.48E+00	
1.629E-4	-2.08E-02	1.48E+00	
1.63E-4	-2.08E-02	1.48E+00	
1.631E-4	-2.08E-02	1.48E+00	
1.632E-4	-2.08E-02	1.48E+00	
1.633E-4	-2.08E-02	1.48E+00	
1.634E-4	-2.08E-02	1.48E+00	
1.635E-4	-2.06E-02	1.48E+00	
1.636E-4	-2.06E-02	1.48E+00	
1.637E-4	-2.06E-02	1.48E+00	
1.638E-4	-2.06E-02	1.48E+00	
1.639E-4	-2.06E-02	1.48E+00	
1.64E-4	-2.06E-02	1.48E+00	
1.641E-4	-2.06E-02	1.48E+00	
1.642E-4	-2.06E-02	1.48E+00	
1.643E-4	-2.06E-02	1.48E+00	
1.644E-4	-2.06E-02	1.48E+00	
1.645E-4	-2.06E-02	1.48E+00	
1.646E-4	-2.06E-02	1.48E+00	
1.647E-4	-2.06E-02	1.48E+00	
1.648E-4	-2.06E-02	1.48E+00	
1.649E-4	-2.06E-02	1.48E+00	
1.65E-4	-2.06E-02	1.48E+00	
1.651E-4	-2.06E-02	1.48E+00	
1.652E-4	-2.08E-02	1.48E+00	
1.653E-4	-2.06E-02	1.48E+00	
1.654E-4	-2.06E-02	1.48E+00	
1.655E-4	-2.06E-02	1.48E+00	
1.656E-4	-2.08E-02	1.48E+00	
1.657E-4	-2.08E-02	1.48E+00	
1.658E-4	-2.08E-02	1.48E+00	
1.659E-4	-2.08E-02	1.48E+00	
1.66E-4	-2.08E-02	1.48E+00	
1.661E-4	-2.08E-02	1.48E+00	
1.662E-4	-2.08E-02	1.48E+00	
1.663E-4	-2.08E-02	1.48E+00	
1.664E-4	-2.08E-02	1.48E+00	
1.665E-4	-2.08E-02	1.48E+00	
1.666E-4	-2.08E-02	1.48E+00	
1.667E-4	-2.08E-02	1.48E+00	
1.668E-4	-2.08E-02	1.48E+00	
1.669E-4	-2.08E-02	1.48E+00	
1.67E-4	-2.08E-02	1.48E+00	
1.671E-4	-2.08E-02	1.48E+00	
1.672E-4	-2.08E-02	1.48E+00	
1.673E-4	-2.08E-02	1.48E+00	
1.674E-4	-2.08E-02	1.48E+00	
1.675E-4	-2.08E-02	1.48E+00	
1.676E-4	-2.08E-02	1.48E+00	
1.677E-4	-2.08E-02	1.48E+00	
1.678E-4	-2.08E-02	1.48E+00	
1.679E-4	-2.08E-02	1.48E+00	
1.68E-4	-2.08E-02	1.48E+00	
1.681E-4	-2.08E-02	1.48E+00	
1.682E-4	-2.08E-02	1.48E+00	
1.683E-4	-2.08E-02	1.48E+00	
1.684E-4	-2.08E-02	1.48E+00	
1.685E-4	-2.08E-02	1.48E+00	
1.686E-4	-2.08E-02	1.48E+00	
1.687E-4	-2.08E-02	1.48E+00	
1.688E-4	-2.08E-02	1.48E+00	
1.689E-4	-2.08E-02	1.48E+00	
1.69E-4	-2.08E-02	1.48E+00	
1.691E-4	-2.08E-02	1.48E+00	
1.692E-4	-2.06E-02	1.48E+00	
1.693E-4	-2.06E-02	1.48E+00	
1.694E-4	-2.08E-02	1.48E+00	
1.695E-4	-2.06E-02	1.48E+00	
1.696E-4	-2.06E-02	1.48E+00	
1.697E-4	-2.06E-02	1.48E+00	
1.698E-4	-2.06E-02	1.48E+00	
1.699E-4	-2.06E-02	1.48E+00	
1.7E-4	-2.06E-02	1.48E+00	
1.701E-4	-2.06E-02	1.48E+00	
1.702E-4	-2.06E-02	1.48E+00	
1.703E-4	-2.06E-02	1.48E+00	
1.704E-4	-2.06E-02	1.48E+00	
1.705E-4	-2.06E-02	1.48E+00	
1.706E-4	-2.06E-02	1.48E+00	
1.707E-4	-2.06E-02	1.48E+00	
1.708E-4	-2.06E-02	1.48E+00	
1.709E-4	-2.06E-02	1.48E+00	
1.71E-4	-2.06E-02	1.48E+00	
1.711E-4	-2.06E-02	1.48E+00	
1.712E-4	-2.06E-02	1.48E+00	
1.713E-4	-2.06E-02	1.48E+00	
1.714E-4	-2.06E-02	1.48E+00	
1.715E-4	-2.06E-02	1.48E+00	
1.716E-4	-2.06E-02	1.48E+00	
1.717E-4	-2.08E-02	1.48E+00	
1.718E-4	-2.08E-02	1.48E+00	
1.719E-4	-2.08E-02	1.48E+00	
1.72E-4	-2.08E-02	1.48E+00	
1.721E-4	-2.08E-02	1.48E+00	
1.722E-4	-2.08E-02	1.48E+00	
1.723E-4	-2.06E-02	1.48E+00	
1.724E-4	-2.06E-02	1.48E+00	
1.725E-4	-2.06E-02	1.48E+00	
1.726E-4	-2.06E-02	1.48E+00	
1.727E-4	-2.06E-02	1.48E+00	
1.728E-4	-2.06E-02	1.48E+00	
1.729E-4	-2.06E-02	1.48E+00	
1.73E-4	-2.06E-02	1.48E+00	
1.731E-4	-2.06E-02	1.48E+00	
1.732E-4	-2.06E-02	1.48E+00	
1.733E-4	-2.06E-02	1.48E+00	
1.734E-4	-2.06E-02	1.48E+00	
1.735E-4	-2.06E-02	1.48E+00	
1.736E-4	-2.06E-02	1.48E+00	
1.737E-4	-2.08E-02	1.48E+00	
1.738E-4	-2.08E-02	1.48E+00	
1.739E-4	-2.08E-02	1.48E+00	
1.74E-4	-2.08E-02	1.48E+00	
1.741E-4	-2.08E-02	1.48E+00	
1.742E-4	-2.08E-02	1.48E+00	
1.743E-4	-2.08E-02	1.48E+00	
1.744E-4	-2.08E-02	1.48E+00	
1.745E-4	-2.08E-02	1.48E+00	
1.746E-4	-2.08E-02	1.48E+00	
1.747E-4	-2.08E-02	1.48E+00	
1.748E-4	-2.08E-02	1.48E+00	
1.749E-4	-2.08E-02	1.48E+00	
1.75E-4	-2.08E-02	1.48E+00	
1.751E-4	-2.06E-02	1.48E+00	
1.752E-4	-2.06E-02	1.48E+00	
1.753E-4	-2.06E-02	1.48E+00	
1.754E-4	-2.06E-02	1.48E+00	
1.755E-4	-2.06E-02	1.48E+00	
1.756E-4	-2.06E-02	1.48E+00	
1.757E-4	-2.06E-02	1.48E+00	
1.758E-4	-2.06E-02	1.48E+00	
1.759E-4	-2.06E-02	1.48E+00	
1.76E-4	-2.06E-02	1.48E+00	
1.761E-4	-2.06E-02	1.48E+00	
1.762E-4	-2.06E-02	1.48E+00	
1.763E-4	-2.06E-02	1.48E+00	
1.764E-4	-2.06E-02	1.48E+00	
1.765E-4	-2.06E-02	1.48E+00	
1.766E-4	-2.06E-02	1.48E+00	
1.767E-4	-2.04E-02	1.48E+00	
1.768E-4	-2.04E-02	1.48E+00	
1.769E-4	-2.04E-02	1.48E+00	
1.77E-4	-2.04E-02	1.48E+00	
1.771E-4	-2.04E-02	1.48E+00	
1.772E-4	-2.04E-02	1.48E+00	
1.773E-4	-2.04E-02	1.48E+00	
1.774E-4	-2.04E-02	1.48E+00	
1.775E-4	-2.04E-02	1.48E+00	
1.776E-4	-2.04E-02	1.48E+00	
1.777E-4	-2.06E-02	1.48E+00	
1.778E-4	-2.06E-02	1.48E+00	
1.779E-4	-2.06E-02	1.48E+00	
1.78E-4	-2.06E-02	1.48E+00	
1.781E-4	-2.06E-02	1.48E+00	
1.782E-4	-2.08E-02	1.48E+00	
1.783E-4	-2.08E-02	1.48E+00	
1.784E-4	-2.08E-02	1.48E+00	
1.785E-4	-2.08E-02	1.48E+00	
1.786E-4	-2.06E-02	1.48E+00	
1.787E-4	-2.06E-02	1.48E+00	
1.788E-4	-2.06E-02	1.48E+00	
1.789E-4	-2.08E-02	1.48E+00	
1.79E-4	-2.08E-02	1.48E+00	
1.791E-4	-2.08E-02	1.48E+00	
1.792E-4	-2.08E-02	1.48E+00	
1.793E-4	-2.08E-02	1.48E+00	
1.794E-4	-2.08E-02	1.48E+00	
1.795E-4	-2.08E-02	1.48E+00	
1.796E-4	-2.08E-02	1.48E+00	
1.797E-4	-2.08E-02	1.48E+00	
1.798E-4	-2.08E-02	1.48E+00	
1.799E-4	-2.08E-02	1.48E+00	
1.8E-4	-2.08E-02	1.48E+00	
1.801E-4	-2.08E-02	1.48E+00	
1.802E-4	-2.06E-02	1.48E+00	
1.803E-4	-2.06E-02	1.48E+00	
1.804E-4	-2.06E-02	1.48E+00	
1.805E-4	-2.06E-02	1.48E+00	
1.806E-4	-2.06E-02	1.48E+00	
1.807E-4	-2.06E-02	1.48E+00	
1.808E-4	-2.06E-02	1.48E+00	
1.809E-4	-2.06E-02	1.48E+00	
1.81E-4	-2.06E-02	1.48E+00	
1.811E-4	-2.08E-02	1.48E+00	
1.812E-4	-2.08E-02	1.48E+00	
1.813E-4	-2.08E-02	1.48E+00	
1.814E-4	-2.08E-02	1.48E+00	
1.815E-4	-2.08E-02	1.48E+00	
1.816E-4	-2.08E-02	1.48E+00	
1.817E-4	-2.08E-02	1.48E+00	
1.818E-4	-2.08E-02	1.48E+00	
1.819E-4	-2.08E-02	1.48E+00	
1.82E-4	-2.08E-02	1.48E+00	
1.821E-4	-2.08E-02	1.48E+00	
1.822E-4	-2.10E-02	1.48E+00	
1.823E-4	-2.10E-02	1.48E+00	
1.824E-4	-2.08E-02	1.48E+00	
1.825E-4	-2.08E-02	1.48E+00	
1.826E-4	-2.08E-02	1.48E+00	
1.827E-4	-2.08E-02	1.48E+00	
1.828E-4	-2.08E-02	1.48E+00	
1.829E-4	-2.08E-02	1.48E+00	
1.83E-4	-2.08E-02	1.48E+00	
1.831E-4	-2.08E-02	1.48E+00	
1.832E-4	-2.08E-02	1.48E+00	
1.833E-4	-2.06E-02	1.48E+00	
1.834E-4	-2.06E-02	1.48E+00	
1.835E-4	-2.06E-02	1.48E+00	
1.836E-4	-2.06E-02	1.48E+00	
1.837E-4	-2.06E-02	1.48E+00	
1.838E-4	-2.06E-02	1.48E+00	
1.839E-4	-2.06E-02	1.48E+00	
1.84E-4	-2.06E-02	1.48E+00	
1.841E-4	-2.06E-02	1.48E+00	
1.842E-4	-2.06E-02	1.48E+00	
1.843E-4	-2.06E-02	1.48E+00	
1.844E-4	-2.06E-02	1.48E+00	
1.845E-4	-2.06E-02	1.48E+00	
1.846E-4	-2.06E-02	1.48E+00	
1.847E-4	-2.06E-02	1.48E+00	
1.848E-4	-2.06E-02	1.48E+00	
1.849E-4	-2.06E-02	1.48E+00	
1.85E-4	-2.06E-02	1.48E+00	
1.851E-4	-2.06E-02	1.48E+00	
1.852E-4	-2.06E-02	1.48E+00	
1.853E-4	-2.06E-02	1.48E+00	
1.854E-4	-2.06E-02	1.48E+00	
1.855E-4	-2.06E-02	1.48E+00	
1.856E-4	-2.06E-02	1.48E+00	
1.857E-4	-2.06E-02	1.48E+00	
1.858E-4	-2.06E-02	1.48E+00	
1.859E-4	-2.06E-02	1.48E+00	
1.86E-4	-2.06E-02	1.48E+00	
1.861E-4	-2.06E-02	1.48E+00	
1.862E-4	-2.06E-02	1.48E+00	
1.863E-4	-2.06E-02	1.48E+00	
1.864E-4	-2.06E-02	1.48E+00	
1.865E-4	-2.06E-02	1.48E+00	
1.866E-4	-2.06E-02	1.48E+00	
1.867E-4	-2.06E-02	1.48E+00	
1.868E-4	-2.06E-02	1.48E+00	
1.869E-4	-2.06E-02	1.48E+00	
1.87E-4	-2.06E-02	1.48E+00	
1.871E-4	-2.06E-02	1.48E+00	
1.872E-4	-2.06E-02	1.48E+00	
1.873E-4	-2.06E-02	1.48E+00	
1.874E-4	-2.06E-02	1.48E+00	
1.875E-4	-2.06E-02	1.48E+00	
1.876E-4	-2.06E-02	1.48E+00	
1.877E-4	-2.06E-02	1.48E+00	
1.878E-4	-2.06E-02	1.48E+00	
1.879E-4	-2.06E-02	1.48E+00	
1.88E-4	-2.06E-02	1.48E+00	
1.881E-4	-2.08E-02	1.48E+00	
1.882E-4	-2.08E-02	1.48E+00	
1.883E-4	-2.08E-02	1.48E+00	
1.884E-4	-2.08E-02	1.48E+00	
1.885E-4	-2.08E-02	1.48E+00	
1.886E-4	-2.08E-02	1.48E+00	
1.887E-4	-2.08E-02	1.48E+00	
1.888E-4	-2.06E-02	1.48E+00	
1.889E-4	-2.06E-02	1.48E+00	
1.89E-4	-2.06E-02	1.48E+00	
1.891E-4	-2.06E-02	1.48E+00	
1.892E-4	-2.06E-02	1.48E+00	
1.893E-4	-2.06E-02	1.48E+00	
1.894E-4	-2.06E-02	1.48E+00	
1.895E-4	-2.06E-02	1.48E+00	
1.896E-4	-2.06E-02	1.48E+00	
1.897E-4	-2.06E-02	1.48E+00	
1.898E-4	-2.06E-02	1.48E+00	
1.899E-4	-2.06E-02	1.48E+00	
1.9E-4	-2.06E-02	1.48E+00	
1.901E-4	-2.06E-02	1.48E+00	
1.902E-4	-2.06E-02	1.48E+00	
1.903E-4	-2.08E-02	1.48E+00	
1.904E-4	-2.08E-02	1.48E+00	
1.905E-4	-2.06E-02	1.48E+00	
1.906E-4	-2.06E-02	1.48E+00	
1.907E-4	-2.06E-02	1.48E+00	
1.908E-4	-2.06E-02	1.48E+00	
1.909E-4	-2.06E-02	1.48E+00	
1.91E-4	-2.06E-02	1.48E+00	
1.911E-4	-2.06E-02	1.48E+00	
1.912E-4	-2.06E-02	1.48E+00	
1.913E-4	-2.06E-02	1.48E+00	
1.914E-4	-2.06E-02	1.48E+00	
1.915E-4	-2.06E-02	1.48E+00	
1.916E-4	-2.06E-02	1.48E+00	
1.917E-4	-2.06E-02	1.48E+00	
1.918E-4	-2.06E-02	1.48E+00	
1.919E-4	-2.06E-02	1.48E+00	
1.92E-4	-2.04E-02	1.48E+00	
1.921E-4	-2.04E-02	1.48E+00	
1.922E-4	-2.04E-02	1.48E+00	
1.923E-4	-2.04E-02	1.48E+00	
1.924E-4	-2.04E-02	1.48E+00	
1.925E-4	-2.06E-02	1.48E+00	
1.926E-4	-2.06E-02	1.48E+00	
1.927E-4	-2.06E-02	1.48E+00	
1.928E-4	-2.06E-02	1.48E+00	
1.929E-4	-2.06E-02	1.48E+00	
1.93E-4	-2.06E-02	1.48E+00	
1.931E-4	-2.06E-02	1.48E+00	
1.932E-4	-2.06E-02	1.48E+00	
1.933E-4	-2.08E-02	1.48E+00	
1.934E-4	-2.08E-02	1.48E+00	
